Number,Caller,IT System,Short description,Assignment group,Assigned to,State,Affected CI,Priority,Incident state,Updated,Opened,Severity,Business duration,Duration
INC6586691,AppD Service,,AppDynamics has detected a problem with DB Server [oil-prod - RDS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:49,2024-10-28 18:08:57,3 - Low,24663,70372
INC6586690,AppD Service,,AppDynamics has detected a problem with DB Server [APAMA-PROD-LDNPAPADBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:04,2024-10-28 18:08:56,3 - Low,24664,70388
INC6586689,AppD Service,,AppDynamics has detected a problem with DB Server [aws-tpicap-tet-prd]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:52,2024-10-28 18:08:52,3 - Low,24668,70440
INC6586688,AppD Service,,AppDynamics has detected a problem with DB Server [CRSLDNCP1: ldn2lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,ldn2lx8001,3 - Moderate,Closed,2024-10-29 13:43:15,2024-10-28 18:08:48,3 - Low,24672,70467
INC6586687,AppD Service,,AppDynamics has detected a problem with DB Server [SharedSQLDBA-LDN1WS0342]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws0342,3 - Moderate,Closed,2024-10-29 13:43:08,2024-10-28 18:08:43,3 - Low,24677,70465
INC6586686,AppD Service,,AppDynamics has detected a problem with DB Server [TSALDNCP1: ldn2lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,ldn2lx8001,3 - Moderate,Closed,2024-10-29 13:42:26,2024-10-28 18:08:39,3 - Low,24681,70427
INC6586685,AppD Service,,AppDynamics has detected a problem with DB Server [VFC-PROD-SAOPVFCDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:57,2024-10-28 18:08:35,3 - Low,24685,70462
INC6586684,AppD Service,,AppDynamics has detected a problem with DB Server [TMM-PROD-LDNPTMMDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:13,2024-10-28 18:08:34,3 - Low,24686,70479
INC6586683,AppD Service,,AppDynamics has detected a problem with DB Server [TFS-PRD-LDNPTFSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:04,2024-10-28 18:08:31,3 - Low,24689,70413
INC6586682,AppD Service,,AppDynamics has detected a problem with DB Server [HR-prod-LDNPHRDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:59,2024-10-28 18:08:30,3 - Low,24690,70409
INC6586681,AppD Service,,AppDynamics has detected a problem with DB Server [SRD_LDNPSRDDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:07,2024-10-28 18:08:25,3 - Low,24695,70482
INC6586680,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Reference Data]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:58,2024-10-28 18:08:23,3 - Low,24697,70475
INC6586678,AppD Service,,AppDynamics has detected a problem with DB Server [MTHBP: ldn1lx0044.corp.ad.tullib.com: 9040]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1lx0044,3 - Moderate,Closed,2024-10-29 13:42:00,2024-10-28 18:08:22,3 - Low,24698,70418
INC6586679,AppD Service,,AppDynamics has detected a problem with DB Server [NJC1WS040N01]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc1ws040n01,3 - Moderate,Closed,2024-10-29 13:42:22,2024-10-28 18:08:22,3 - Low,24698,70440
INC6586677,AppD Service,,AppDynamics has detected a problem with DB Server [SharedDBA_ReportServer-PRD-LDN2WS0270]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws0270,3 - Moderate,Closed,2024-10-29 13:42:48,2024-10-28 18:08:22,3 - Low,24698,70466
INC6586675,AppD Service,,AppDynamics has detected a problem with DB Server [CRSLDNCP2: ldn2lx8002.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,ldn2lx8002,3 - Moderate,Closed,2024-10-29 13:43:05,2024-10-28 18:08:21,3 - Low,24699,70484
INC6586676,AppD Service,,AppDynamics has detected a problem with DB Server [OTCMARKER-PROD-LDNPOTCMKDBLS5]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:06,2024-10-28 18:08:21,3 - Low,24699,70485
INC6586673,AppD Service,,"AppDynamics has detected a problem with DB Server [LDN1WS094N01,51433]. [Database Availability] started violating and is now [critical].",Database Administrators,,Closed,ldn1ws094n01,3 - Moderate,Closed,2024-10-29 13:41:47,2024-10-28 18:08:20,3 - Low,24700,70407
INC6586674,AppD Service,,AppDynamics has detected a problem with DB Server [DMS-PROD-EUWPTPDMSDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:38,2024-10-28 18:08:20,3 - Low,24700,70458
INC6586672,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Rates]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:00,2024-10-28 18:08:20,3 - Low,24700,70480
INC6586671,AppD Service,,AppDynamics has detected a problem with DB Server [LISA-ETD-PROD-LDNPLETDDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:55,2024-10-28 18:08:19,3 - Low,24701,70476
INC6586669,AppD Service,,AppDynamics has detected a problem with DB Server [dssldnp: ldn2lx8004-vip.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [crit,Database Administrators,,Closed,ldn2lx8004,3 - Moderate,Closed,2024-10-29 13:42:21,2024-10-28 18:08:18,3 - Low,24702,70443
INC6586668,AppD Service,,AppDynamics has detected a problem with DB Server [PostMarker_LDNPPMDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:38,2024-10-28 18:08:18,3 - Low,24702,70460
INC6586667,AppD Service,,AppDynamics has detected a problem with DB Server [SharedSQLServer-PRD-LDNPSHRDBLS4]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:05,2024-10-28 18:08:17,3 - Low,24703,70488
INC6586665,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Options2]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:51,2024-10-28 18:08:16,3 - Low,24704,70415
INC6586666,AppD Service,,AppDynamics has detected a problem with DB Server [BRS-prod - LDNPBRSDBLS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:34,2024-10-28 18:08:16,3 - Low,24704,70458
INC6586664,AppD Service,,AppDynamics has detected a problem with DB Server [PVM-DR - LDN2LX0107]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2lx0107,3 - Moderate,Closed,2024-10-29 13:43:01,2024-10-28 18:08:08,3 - Low,24712,70493
INC6586663,AppD Service,,AppDynamics has detected a problem with DB Server [tpviews-live-prod]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:20,2024-10-28 18:07:43,3 - Low,24737,70537
INC6586662,AppD Service,,AppDynamics has detected a problem with DB Server [TRDLDNCP1: ldn2lx8001.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,ldn2lx8001,3 - Moderate,Closed,2024-10-29 13:43:20,2024-10-28 18:07:42,3 - Low,24738,70538
INC6586661,AppD Service,,AppDynamics has detected a problem with DB Server [CHAPPY-PROD-AWSMYSQL]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:09,2024-10-28 18:07:38,3 - Low,24742,70471
INC6586660,AppD Service,,AppDynamics has detected a problem with DB Server [History-PROD-LDNPTPIDBLS2]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:17,2024-10-28 18:07:38,3 - Low,24742,70539
INC6586659,AppD Service,,AppDynamics has detected a problem with DB Server [SharedReportServer-PRD-LDN1WS9694]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws9694,3 - Moderate,Closed,2024-10-29 13:42:27,2024-10-28 18:07:34,3 - Low,24746,70493
INC6586658,AppD Service,,AppDynamics has detected a problem with DB Server [ATSNJCCP2: njc1lx8008.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8008,3 - Moderate,Closed,2024-10-29 13:42:47,2024-10-28 18:07:33,3 - Low,24747,70514
INC6586657,AppD Service,,AppDynamics has detected a problem with DB Server [SCILA-PRD-QUE-LD5-LDN1LX7002]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1lx7002,3 - Moderate,Closed,2024-10-29 13:42:52,2024-10-28 18:07:29,3 - Low,24751,70523
INC6586656,AppD Service,,AppDynamics has detected a problem with DB Server [LISA LME PROD-LDNPLLMEDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:51,2024-10-28 18:07:26,3 - Low,24754,70525
INC6586654,AppD Service,,AppDynamics has detected a problem with DB Server [TEO-ETD-PROD-LDNPSHRDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:09,2024-10-28 18:07:25,3 - Low,24755,70544
INC6586653,AppD Service,,AppDynamics has detected a problem with DB Server [Matchbook-prod - LDNPMTHDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:08,2024-10-28 18:07:21,3 - Low,24759,70547
INC6586652,AppD Service,,AppDynamics has detected a problem with DB Server [MARKER-PUB-PROD-LDNPMKRPDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:09,2024-10-28 18:07:21,3 - Low,24759,70548
INC6586651,AppD Service,,AppDynamics has detected a problem with DB Server [SHARED SQL2-prod-LDNPSHRDBLS2]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:14,2024-10-28 18:07:17,3 - Low,24763,70557
INC6586650,AppD Service,,AppDynamics has detected a problem with DB Server [LDN2WS098N02]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws098n02,3 - Moderate,Closed,2024-10-29 13:42:39,2024-10-28 18:07:16,3 - Low,24764,70523
INC6586649,AppD Service,,AppDynamics has detected a problem with DB Server [LDNPACS_DBLS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:21,2024-10-28 18:07:13,3 - Low,24767,70508
INC6586648,AppD Service,,AppDynamics has detected a problem with DB Server [TPI-PRD-NJCPTPIDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:59,2024-10-28 18:07:12,3 - Low,24768,70487
INC6586646,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Equities]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:10,2024-10-28 18:07:08,3 - Low,24772,70562
INC6586645,AppD Service,,AppDynamics has detected a problem with DB Server [TPREPO-DB-PROD]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:41,2024-10-28 18:07:04,3 - Low,24776,70537
INC6586644,AppD Service,,AppDynamics has detected a problem with DB Server [ICAP_OTCL-PROD-APCPOTCLDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:02,2024-10-28 18:07:03,3 - Low,24777,70559
INC6586643,AppD Service,,AppDynamics has detected a problem with DB Server [OTC:Live-prod - LDNPSHRDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:55,2024-10-28 18:06:59,3 - Low,24781,70496
INC6586642,AppD Service,,AppDynamics has detected a problem with DB Server [NA-PROD: jcchapdb2.na.ad.tullib.com: 27017]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,jcchapdb2,3 - Moderate,Closed,2024-10-29 13:42:12,2024-10-28 18:06:59,3 - Low,24781,70513
INC6586640,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Islamic Finance]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:43,2024-10-28 18:06:55,3 - Low,24785,70548
INC6586641,AppD Service,,AppDynamics has detected a problem with DB Server [Shared_SSRS-prod - LDNPREPDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:43,2024-10-28 18:06:55,3 - Low,24785,70548
INC6586639,AppD Service,,AppDynamics has detected a problem with DB Server [TPIGO-Prod-RDS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:58,2024-10-28 18:06:51,3 - Low,24789,70567
INC6586638,AppD Service,,AppDynamics has detected a problem with DB Server [Thycotic-PRD-LDN1WS8915]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws8915,3 - Moderate,Closed,2024-10-29 13:42:10,2024-10-28 18:06:50,3 - Low,24790,70520
INC6586636,AppD Service,,AppDynamics has detected a problem with DB Server [LCM-PRD-SNGPBLRSQL02]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,sngpblrsql02,5 - Planning,Closed,2024-10-29 13:42:11,2024-10-28 18:06:46,3 - Low,24794,70525
INC6586635,AppD Service,,AppDynamics has detected a problem with DB Server [aws-tpicap-tet-npd]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:51,2024-10-28 18:06:46,3 - Low,24794,70565
INC6586634,AppD Service,,AppDynamics has detected a problem with DB Server [ATSNJCCP1: njc1lx8007.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8007,3 - Moderate,Closed,2024-10-29 13:42:12,2024-10-28 18:06:42,3 - Low,24798,70530
INC6586633,AppD Service,,AppDynamics has detected a problem with DB Server [CRPNJCCP2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2024-10-29 13:42:06,2024-10-28 18:06:41,3 - Low,24799,70525
INC6586632,AppD Service,,AppDynamics has detected a problem with DB Server [ATSNJCCP2: njc2lx8008.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc2lx8008,3 - Moderate,Closed,2024-10-29 13:42:36,2024-10-28 18:06:38,3 - Low,24802,70558
INC6586631,AppD Service,,AppDynamics has detected a problem with DB Server [KUL1WS001N02]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,kul1ws001n02,3 - Moderate,Closed,2024-10-29 13:42:08,2024-10-28 18:06:37,3 - Low,24803,70531
INC6586630,AppD Service,,AppDynamics has detected a problem with DB Server [MTHBP: ldn2lx0207.corp.ad.tullib.com: 9040]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2lx0207,3 - Moderate,Closed,2024-10-29 13:42:05,2024-10-28 18:06:33,3 - Low,24807,70532
INC6586628,AppD Service,,AppDynamics has detected a problem with DB Server [PSTNJCCP2: njc1lx8006.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8006,3 - Moderate,Closed,2024-10-29 13:42:04,2024-10-28 18:06:29,3 - Low,24811,70535
INC6586629,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_DR_NJC2LX1974]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc2lx1974,3 - Moderate,Closed,2024-10-29 13:42:53,2024-10-28 18:06:29,3 - Low,24811,70584
INC6586627,AppD Service,,AppDynamics has detected a problem with DB Server [SCILA-PRD-QUE-ARK-LDN2LX7004]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2lx7004,3 - Moderate,Closed,2024-10-29 13:43:18,2024-10-28 18:06:25,3 - Low,24815,70613
INC6586626,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Rebalance]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:21,2024-10-28 18:06:24,3 - Low,24816,70617
INC6586625,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Events DB]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:06,2024-10-28 18:06:20,3 - Low,24820,70546
INC6586624,AppD Service,,AppDynamics has detected a problem with DB Server [CRPNJCCP1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2024-10-29 13:42:46,2024-10-28 18:06:16,3 - Low,24824,70590
INC6586623,AppD Service,,AppDynamics has detected a problem with DB Server [MARKER-LITE-PROD-MARKERDBLITE]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:03,2024-10-28 18:06:15,3 - Low,24825,70548
INC6586622,AppD Service,,AppDynamics has detected a problem with DB Server [PVM-prod - LDN1LX0103]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1lx0103,3 - Moderate,Closed,2024-10-29 13:43:12,2024-10-28 18:06:12,3 - Low,24828,70620
INC6586621,AppD Service,,AppDynamics has detected a problem with DB Server [PRM-PRD-RDS_prm-prod.cluster-cgr06oh2s6li.eu-west-1.rds.amazonaws.com]. [Database Availability] started viola,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:48,2024-10-28 18:06:11,3 - Low,24829,70597
INC6586620,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_DR_NJC2LX4929]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc2lx4929,3 - Moderate,Closed,2024-10-29 13:42:19,2024-10-28 18:06:07,3 - Low,24833,70572
INC6586619,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL2: njc1lx8002.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8002,3 - Moderate,Closed,2024-10-29 13:41:56,2024-10-28 18:06:06,3 - Low,24834,70550
INC6586618,AppD Service,,AppDynamics has detected a problem with DB Server [DB_FixedIncome_Prod_NJC1LX0260]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc1lx0260,3 - Moderate,Closed,2024-10-29 13:43:13,2024-10-28 18:06:03,3 - Low,24837,70630
INC6586617,AppD Service,,AppDynamics has detected a problem with DB Server [Adaptiva-PRD-LDNPADPTVADBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:53,2024-10-28 18:05:56,3 - Low,24844,70617
INC6586615,AppD Service,,AppDynamics has detected a problem with DB Server [NA-PROD: jcchapdb1.na.ad.tullib.com: 27017]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,jcchapdb1,3 - Moderate,Closed,2024-10-29 13:42:01,2024-10-28 18:05:55,3 - Low,24845,70566
INC6586614,AppD Service,,AppDynamics has detected a problem with DB Server [MTHBP: ldn2lx0054.corp.ad.tullib.com: 9040]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2lx0054,3 - Moderate,Closed,2024-10-29 13:42:34,2024-10-28 18:05:52,3 - Low,24848,70603
INC6586613,AppD Service,,AppDynamics has detected a problem with DB Server [OTCMARKER-PROD-LDNPOTCMKDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:43,2024-10-28 18:05:50,3 - Low,24850,70613
INC6586612,AppD Service,,AppDynamics has detected a problem with DB Server [uspta1p: njc1lx8004.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [critica,Database Administrators,,Closed,njc1lx8004,3 - Moderate,Closed,2024-10-29 13:43:18,2024-10-28 18:05:48,3 - Low,24852,70650
INC6586611,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP2: njc1lx8006.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8006,3 - Moderate,Closed,2024-10-29 13:43:06,2024-10-28 18:05:46,3 - Low,24854,70640
INC6586610,AppD Service,,AppDynamics has detected a problem with DB Server [TRDLDNCP2: ldn2lx8002.corp.ad.tullib.com: 1521]. [Database Availability] started violating and is now [critic,Database Administrators,,Closed,ldn2lx8002,3 - Moderate,Closed,2024-10-29 13:42:54,2024-10-28 18:05:43,3 - Low,24857,70631
INC6586609,AppD Service,,AppDynamics has detected a problem with DB Server [PRM-PRD-RDS_prm-prod.cluster-ro-cgr06oh2s6li.eu-west-1.rds.amazonaws.com]. [Database Availability] started vi,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:54,2024-10-28 18:05:42,3 - Low,24858,70572
INC6586608,AppD Service,,AppDynamics has detected a problem with DB Server [LDN1WS098N01]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws098n01,3 - Moderate,Closed,2024-10-29 13:42:51,2024-10-28 18:05:39,3 - Low,24861,70632
INC6586607,AppD Service,,AppDynamics has detected a problem with DB Server [ATSNJCCP1: njc2lx8007.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc2lx8007,3 - Moderate,Closed,2024-10-29 13:41:55,2024-10-28 18:05:38,3 - Low,24862,70577
INC6586606,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Credit]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:43:23,2024-10-28 18:05:35,3 - Low,24865,70668
INC6586605,AppD Service,,AppDynamics has detected a problem with DB Server [PSTNJCCP1: njc1lx8005.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8005,3 - Moderate,Closed,2024-10-29 13:43:04,2024-10-28 18:05:34,3 - Low,24866,70650
INC6586604,AppD Service,,AppDynamics has detected a problem with DB Server [MTHBP: ldn1lx0045.corp.ad.tullib.com: 9040]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1lx0045,5 - Planning,Closed,2024-10-29 13:41:58,2024-10-28 18:05:31,3 - Low,24869,70587
INC6586603,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 Oil]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:41:53,2024-10-28 18:05:29,3 - Low,24871,70584
INC6586601,AppD Service,,AppDynamics has detected a problem with DB Server [MTHBP: ldn1lx0207.corp.ad.tullib.com: 9040]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1lx0207,3 - Moderate,Closed,2024-10-29 13:42:20,2024-10-28 18:05:27,3 - Low,24873,70613
INC6586599,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP1: njc1lx8005.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8005,3 - Moderate,Closed,2024-10-29 13:41:54,2024-10-28 18:05:25,3 - Low,24875,70589
INC6586598,AppD Service,,AppDynamics has detected a problem with DB Server [CRIMS_REPORTS]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:01,2024-10-28 18:05:22,3 - Low,24878,70599
INC6586597,AppD Service,,AppDynamics has detected a problem with DB Server [TRDNJCCL1: njc1lx8001.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc1lx8001,3 - Moderate,Closed,2024-10-29 13:42:16,2024-10-28 18:05:20,3 - Low,24880,70616
INC6586596,AppD Service,,AppDynamics has detected a problem with DB Server [NFA-PRD-NJCPNFADBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:25,2024-10-28 18:05:18,3 - Low,24882,70627
INC6586595,AppD Service,,AppDynamics has detected a problem with DB Server [Wordwatch-prod-LDNPTVODBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:36,2024-10-28 18:05:16,3 - Low,24884,70640
INC6586594,AppD Service,,AppDynamics has detected a problem with DB Server [uspta1p: njc1lx8003.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [critica,Database Administrators,,Closed,njc1lx8003,3 - Moderate,Closed,2024-10-29 13:42:50,2024-10-28 18:05:14,3 - Low,24886,70656
INC6586593,AppD Service,,AppDynamics has detected a problem with DB Server [LDN1WS055N01_GCD_32Bit]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn1ws055n01,3 - Moderate,Closed,2024-10-29 13:42:32,2024-10-28 18:05:12,3 - Low,24888,70640
INC6586592,AppD Service,,AppDynamics has detected a problem with DB Server [ DB_DCM_Prod_NJC1LX1655]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,njc1lx1655,3 - Moderate,Closed,2024-10-29 13:41:58,2024-10-28 18:05:10,3 - Low,24890,70608
INC6586590,AppD Service,,AppDynamics has detected a problem with DB Server [LDN2WS055N02_GCD_32Bit]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,ldn2ws055n02,3 - Moderate,Closed,2024-10-29 13:43:19,2024-10-28 18:05:07,3 - Low,24893,70692
INC6586589,AppD Service,,AppDynamics has detected a problem with DB Server [TRADEBLADE_PRD_LDNPADPDBLS1]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,tbd1ws001n01,3 - Moderate,Closed,2024-10-29 13:42:16,2024-10-28 18:05:05,3 - Low,24895,70631
INC6586588,AppD Service,,AppDynamics has detected a problem with DB Server [OTCMARKER-PROD-LDNPOTCMKDBLS3]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:08,2024-10-28 18:05:03,3 - Low,24897,70625
INC6586587,AppD Service,,AppDynamics has detected a problem with DB Server [A2RM - a2rmdbserver]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:17,2024-10-28 18:05:01,3 - Low,24899,70636
INC6586585,AppD Service,,AppDynamics has detected a problem with DB Server [LEPNJCCP1: njc2lx8005.corp.ad.tullib.com: 51521]. [Database Availability] started violating and is now [criti,Database Administrators,,Closed,njc2lx8005,3 - Moderate,Closed,2024-10-29 13:43:23,2024-10-28 18:04:58,3 - Low,24902,70705
INC6586584,AppD Service,,AppDynamics has detected a problem with DB Server [Fusion 2 New Issue Trading]. [Database Availability] started violating and is now [critical].,Database Administrators,,Closed,,3 - Moderate,Closed,2024-10-29 13:42:30,2024-10-28 18:04:54,3 - Low,24906,70656
