Netbios Name,Patched,Engineer,Asset Name,IP Addresses,Operating System Category,OS,Operating System Version,Operating System Lifecycle Stage,Time Zone,Last System Boot,Last Logged-In User
NJCPEQTDCI01,#N/A,#N/A,NJCPEQTDCI01,10.138.32.130,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-03-04T22:40:28Z,!tladmin
NJCPUADWEB02,Phase 4,TBA,NJCPUADWEB02,10.137.48.49,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:33:58Z,CORP.AD.TULLIB.COM\rramachandran
AU01WGUIAPP03P,Phase 4,TBA,AU01WGUIAPP03P,10.241.32.29,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+07:00,2022-11-05T04:00:55Z,GLOBAL.ICAP.COM\mbindoy-a
VRDPVRCLOG03,Phase 4,TBA,VRDPVRCLOG03.corp.ad.tullib.com,10.101.13.18,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-11-05T16:49:35Z,VRDPVRCLOG03\EMEALESA
AU00WGUIAPP02P,Phase 4,TBA,AU00WGUIAPP02P.global.icap.com,10.242.32.17,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2023-01-12T12:22:53Z,global.icap.com\srvcsydgui
NJC2WS1402,Phase 4,TBA,NJC2WS1402,10.160.72.169,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-11-05T08:23:41Z,Administrator
NJ1PVOMSI01,Phase 4,TBA,nj1pvomsi01.lnholdings.com,"172.18.104.50,fe80:0:0:0:1022:3317:c047:c5b6",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:21:55Z,LNHOLDINGS.COM\msrops
NJCPPVMAPP01,Phase 4,TBA,NJCPPVMAPP01,10.138.32.32,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'-05:00,2022-10-29T04:56:08Z,CORP.AD.TULLIB.COM\uyadav-a
LDN2WS9626,Phase 4,TBA,LDN2WS9626,10.91.73.174,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T03:59:40Z,CORP\ldn2ws9626_dnamgr
VA1PBTRDSQL01,Phase 4,TBA,va1pbtrdsql01.lnholdings.com,"172.19.123.127,fe80:0:0:0:dd4e:6bab:fc0c:1dfb,fe80:0:0:0:e4d0:14df:f611:f645,169.254.3.176",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T20:46:11Z,LNHOLDINGS.COM\jhilaire
TOKFS01,#N/A,#N/A,TOKFS01.apac.ad.tullib.com,10.254.38.23,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'+09:00,2022-11-05T07:28:48Z,APAC.AD.TULLIB.COM\ttakehira_admin
SNGPAXISVR02,Phase 3,Pat,SNGPAXISVR02,10.203.32.70,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+08:00,2022-10-29T04:40:59Z,CORP.AD.TULLIB.COM\svc_enmore_analytics
SNGPINFFSH04,Phase 4,TBA,SNGPINFFSH04.corp.ad.tullib.com,10.203.38.37,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-05T05:29:50Z,CORP\jmcruz-a
LDNPRBXAPP01,Phase 3,Ian,LDNPRBXAPP01,10.74.32.46,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20371 64-Bit,6.3,EOL,UTC,2023-01-21T10:53:37Z,corp.ad.tullib.com\svc_wordwatch
VA1CUECH02,Phase 4,TBA,VA1CUECH02.lnholdings.com,"10.79.201.152,10.79.100.152,10.79.100.150,169.254.4.20,fe80:0:0:0:80b4:bedb:4e0c:e510",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'-05:00,2022-11-19T21:22:03Z,LNHOLDINGS.COM\cboyt_adm
SNGPPRBAPP11,Phase 4,TBA,SNGPPRBAPP11,10.203.32.154,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-04T17:45:22Z,APAC\apac pms
USEDBTNICE,#N/A,#N/A,USEDBTNICE.us.icap.com,"10.10.35.207,169.254.35.224",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,UTC,2021-10-02T08:09:19Z,Administrator
LDNPCCOCTS03,Phase 3,Jeff,LDNPCCOCTS03,10.74.9.11,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T04:56:41Z,Administrator
LDNPRINTSVR01,#N/A,#N/A,LDNPRINTSVR01,10.73.40.76,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,UTC,2022-08-22T10:19:31Z,EUR\jlaurilla-a
VA1CUHYPERV2N01,Phase 4,TBA,VA1CUHYPERV2N01.LNHOLDINGS.com,"10.79.254.185,169.254.25.229,169.254.225.147,192.168.254.185,169.254.1.226,fe80:0:0:0:898a:f571:6736:5f84,10.79.254.187",Windows / Server,Microsoft Windows Server 2012 R2 Datacenter 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-19T21:25:40Z,LNHOLDINGS.COM\LN DA 1
NJ1CVPROD01,#N/A,#N/A,NJ1CVPROD01.lnholdings.com,10.78.101.38,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:18:44Z,CORP\cvandenbrande
TOKACT01,#N/A,#N/A,TOKACT01.apac.ad.tullib.com,10.254.33.21,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25796,6.1,EOL/EOS,'+09:00,2022-12-16T01:50:48Z,APAC.AD.TULLIB.COM\ttakehira_admin
SEOPMBSAPP01,Phase 4,TBA,SEOPMBSAPP01.corp.ad.tullib.com,10.250.32.40,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5246 64-Bit,1607,EOL,'+09:00,2023-01-14T03:41:26Z,CORP\nchang
SYD1WS6019,Phase 4,TBA,SYD1WS6019.corp.ad.tullib.com,10.242.47.144,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.2928 64-Bit,1809,GA,'+08:00,2023-01-13T02:59:18Z,CORP\msiy-a
NJ1CVSPAPP03,Phase 4,TBA,nj1cvspapp03.lnholdings.com,"fe80:0:0:0:a9e3:125b:4c6d:bc31,10.78.100.105",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T05:37:55Z,LNHOLDINGS.COM\mossroot
NJ1QVRDWEB01,Phase 2,Reggie,nj1qvrdweb01.LNHOLDINGS.com,"10.78.100.204,fe80:0:0:0:840d:cb6d:7fdf:ca7",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2023-01-15T20:14:28Z,LNHOLDINGS.COM\cboyt_adm
LDNPREPSQL02,#N/A,#N/A,LDNPREPSQL02,10.80.36.31,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T14:32:20Z,LDNPREPSQL02\ebsysadmin
SRVSVS01SP,#N/A,#N/A,SRVSVS01SP,10.182.32.27,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-03:00,2022-03-12T07:41:53Z,NA\zzzmmelo
NJCPSRFEXT02,Phase 4,TBA,NJCPSRFEXT02,10.148.32.24,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:36:02Z,dsadmin
AU00WGUIAPP03P,Phase 4,TBA,AU00WGUIAPP03P,10.242.32.15,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+07:00,2023-01-02T13:50:11Z,global.icap.com\srvcsydgui
SRVSNP03SP,#N/A,#N/A,SRVSNP03SP,10.182.32.28,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-03:00,2022-11-09T13:31:47Z,NA\zzzeviviani
US00WDSSAPP05P,#N/A,#N/A,US00WDSSAPP05P.global.icap.com,10.1.59.99,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-08:00,2022-12-16T04:02:15Z,GLOBAL\c_salvesen-a
AU00WPRNAPP01P,Phase 4,TBA,AU00WPRNAPP01P,10.242.32.124,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+11:00,2022-11-04T17:52:54Z,GLOBAL.ICAP.COM\m_siy-a
LDNVREC05,#N/A,#N/A,LDNVREC05,"10.73.32.78,10.73.32.77",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,UTC,2022-03-17T08:09:55Z,eur\voiceadmin
NJDFS02,Phase 4,TBA,NJDFS02.na.ad.tullib.com,"10.136.32.26,198.18.5.155,198.18.5.156",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T14:21:00Z,NA.AD.TULLIB.COM\NA DA 2
NJEMCSOARC02,#N/A,#N/A,NJEMCSOARC02,10.138.32.90,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-03-12T17:13:06Z,NA\!emcsoprim
USHSSEPS1,#N/A,#N/A,USHSSEPS1,10.1.59.106,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T02:17:44Z,us\administrator
NJCPTRCSVR02,Phase 4,TBA,NJCPTRCSVR02,10.137.32.111,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-12-16T07:34:56Z,NA.AD.TULLIB.COM\dsadmin
PWDSMBS1,#N/A,#N/A,PWDSMBS1,10.137.32.123,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-16T08:37:18Z,!tladmin
NJCPSRFSQL02,Phase 4,TBA,NJCPSRFSQL02,10.137.48.32,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:36:44Z,NA.AD.TULLIB.COM\dsadmin
KORPBKRW02,Phase 4,TBA,KORPBKRW02.apac.ad.tullib.com,10.250.32.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'+09:00,2022-08-05T17:59:02Z,APAC.AD.TULLIB.COM\pb5 krw admin
UK1PUUAS04,Phase 4,TBA,UK1PUUAS04,"fe80:0:0:0:6cca:e870:1255:db4e,169.254.222.141,172.23.121.65,fe80:0:0:0:ed49:1338:f748:de8d",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,UTC,2023-01-21T07:24:56Z,otas
SYD2WS9003,Phase 4,TBA,SYD2WS9003.corp.ad.tullib.com,10.241.47.137,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 64-Bit,1809,GA,'+08:00,2022-10-28T19:01:22Z,CORP\msiy-a
LDN2WS0373,Phase 2,Ian,LDN2WS0373,10.91.69.42,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2023-01-14T10:23:03Z,Administrator
NJVMNFAUATSQL01,#N/A,#N/A,NJVMNFAUATSQL01,10.137.64.86,Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T08:40:23Z,!tladmin
NJCPSVRADM01,Phase 4,TBA,NJCPSVRADM01,10.138.40.84,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-08-06T08:30:09Z,NA.AD.TULLIB.COM\NA PMS
NJ1PBTRDSQL02,Phase 4,TBA,NJ1PBTRDSQL02.lnholdings.com,"172.18.123.149,172.18.123.145,fe80:0:0:0:1184:cd05:7a99:e5ea,172.18.123.128,169.254.2.217,172.18.123.150,fe80:0:0:0:b532:dd6f:ccbd:6be8",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T20:46:57Z,LNHOLDINGS.COM\LN DA 2
LDNSQL04,#N/A,#N/A,LDNSQL04,170.198.40.42,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,UTC,2022-06-11T07:29:50Z,ttladmin
BRZPINFDCG02,Phase 4,TBA,BRZPINFDCG02,10.182.36.17,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-03:00,2022-11-05T15:29:17Z,CORP\srvcbloxbld
NJ1CVSEPM01,Phase 4,TBA,nj1cvsepm01.lnholdings.com,"10.78.100.149,fe80:0:0:0:1de6:6d78:eefb:8765",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:16:41Z,LNHOLDINGS.COM\jhilaire
USEDNICESAT3,#N/A,#N/A,USEDNICESAT3.us.icap.com,"10.10.35.210,169.254.137.6,fe80:0:0:0:c194:9137:f7a9:8906,fe80:0:0:0:e982:6f1a:d066:e968",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,UTC,2021-10-02T07:51:06Z,Administrator
EUW1WS009N01,Phase 4,TBA,EUW1WS009N01.corp.ad.tullib.com,10.16.19.160,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-07:00,2022-11-05T09:29:20Z,CORP\mprudente-a
NJ1CVAADC01,Phase 4,TBA,NJ1CVAADC01.lnholdings.com,10.78.100.175,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,'-05:00,2022-12-02T22:09:03Z,LNHOLDINGS.COM\exchadmin
SNG2WS6002,Phase 4,TBA,SNG2WS6002.corp.ad.tullib.com,10.203.47.22,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-11-06T13:22:30Z,APACLNESA
VA1CVSAFENET01,Phase 4,TBA,va1cvsafenet01.lnholdings.com,"10.79.100.76,fe80:0:0:0:a9f4:130:ad5c:b85b",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:19:37Z,LNHOLDINGS\jhilaire
NJ1QVLOO02,Phase 3,Emmanuel,nj1qvloo02,10.58.121.53,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2022-12-12T21:33:00Z,admin
NJ1CFWLOG02,#N/A,#N/A,NJ1CFWLOG02.lnholdings.com,"fe80:0:0:0:21d9:5ee6:19c:16bb,10.78.254.68,10.78.254.69",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-08-13T17:51:46Z,lnholdings\qinli
NJC2WS6890,Phase 4,TBA,NJC2WS6890,10.160.72.197,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-06T11:39:12Z,Administrator
UK1CUQLIK01,#N/A,#N/A,uk1cuqlik01.lnholdings.com,"10.73.100.108,10.73.100.109",Windows / Server,Microsoft Windows Server 2019 Standard 1809 64-Bit,1809,GA,UTC,2022-10-29T04:22:13Z,LNHOLDINGS\athomas_adm
NJ1CVLYNC03,#N/A,#N/A,NJ1CVLYNC03.lnholdings.com,10.78.102.57,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T17:10:30Z,LNHOLDINGS.COM\exchadmin
US00WISIAPP01P,#N/A,#N/A,US00WISIAPP01P.us.icap.com,10.1.26.220,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-12-16T09:14:06Z,US\d_mattern-a
PWNFASQL02,#N/A,#N/A,PWNFASQL02.na.ad.tullib.com,10.137.32.86,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2022-12-16T07:36:33Z,NA\NA PMS
LDNPBTTVMR01,Phase 3,Jeff,LDNPBTTVMR01.corp.ad.tullib.com,"169.254.86.123,10.74.28.35",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20069 64-Bit,6.3,EOL,UTC,2023-01-21T08:56:40Z,corp.ad.tullib.com\srvcVerbarecorder
LDN2WS8005,Phase 4,TBA,LDN2WS8005.corp.ad.tullib.com,10.91.72.188,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T04:34:55Z,Administrator
NJCPJIRSQL01,Phase 4,TBA,NJCPJIRSQL01.na.ad.tullib.com,10.136.48.24,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T13:21:56Z,NJCPJIRSQL01\njcpjirsql01admin
USEDEXCASS01,#N/A,#N/A,usedexcass01.us.icap.com,"10.10.48.53,10.10.48.37",Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25829,6.1,EOL/EOS,'-05:00,2023-01-07T16:05:21Z,US.ICAP.COM\exchadmin
SNGEXGMBX1,#N/A,#N/A,SNGEXGMBX1,"169.254.1.216,10.202.37.16,10.202.34.16",Windows / Server,Microsoft Windows Server 2008 R2 Enterprise 6.1 SP1 Build 7601.25712,6.1,EOL/EOS,'+08:00,2022-08-06T04:38:39Z,APAC\rzoilo-a
US00WIMDAPP01P,#N/A,#N/A,US00WIMDAPP01P.us.icap.com,10.1.58.88,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.24544,6.1,EOL/EOS,'-05:00,2022-12-16T04:16:24Z,US.ICAP.COM\IMDAdmin
LDN1WS9867,Phase 4,TBA,LDN1WS9867,10.90.80.254,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-27T02:19:26Z,Administrator
LDNPMTHREP01,Phase 4,TBA,LDNPMTHREP01.eur.ad.tullib.com,10.72.48.26,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T12:24:24Z,EUR.AD.TULLIB.COM\EUR PMS
LDN1WS9724,Phase 3,Jeff,LDN1WS9724,10.90.80.243,Windows / Server,Microsoft Windows Server 2019 Standard 1809 64-Bit,1809,GA,UTC,2023-01-21T05:07:19Z,CORP\ji_mariano-a
LDN1WS9717,Phase 3,Jeff,LDN1WS9717,10.90.80.229,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-27T02:19:14Z,Administrator
TOKPINFFSH02,Phase 4,TBA,TOKPINFFSH02.corp.ad.tullib.com,10.254.38.20,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,'+09:00,2022-11-05T05:30:03Z,CORP.AD.TULLIB.COM\nlim-a
EC2AMAZ-EFDTFFR,#N/A,#N/A,EC2AMAZ-EFDTFFR,10.16.75.230,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5291 64-Bit,1607,EOL,UTC,2022-08-24T09:33:17Z,Administrator
VA1CUCOGWEB01,Phase 4,TBA,VA1CUCOGWEB01.lnholdings.com,"fe80:0:0:0:a09f:7ebd:494c:fe3e,10.79.107.196",Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-11-05T00:21:59Z,LNHOLDINGS.COM\cognossvc
HKG2WS0001,Phase 2,ian,HKG2WS0001.lnholdings.com,10.70.254.158,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.2565 64-Bit,1809,GA,'-05:00,2022-06-12T21:14:33Z,Administrator
LDN2WS9846,Phase 4,TBA,LDN2WS9846.corp.ad.tullib.com,10.91.80.79,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+04:00,2022-11-05T05:11:55Z,EMEALNESA
LDN1WS9813,Phase 4,TBA,LDN1WS9813,10.90.81.31,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2023-01-04T13:14:05Z,CORP\b_cerdeno-a
LDN2WS9848,Phase 4,TBA,LDN2WS9848,10.91.81.7,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-11-05T04:40:12Z,EMEALNESA
LDN2WS9629,Phase 4,TBA,LDN2WS9629,10.91.73.173,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393 64-Bit,1607,EOL,UTC,2022-11-05T04:40:26Z,Administrator
HK1QBTRDSQL01,Phase 2,Bien,hk1qbtrdsql01.lnholdings.com,"169.254.2.110,fe80:0:0:0:e97a:784c:ad57:a143,10.50.103.143,fe80:0:0:0:1883:9eab:f963:5f92,10.50.103.127",Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,'+08:00,2022-10-14T14:32:55Z,LNHOLDINGS\jtse_adm
LDN2WS0001,#N/A,#N/A,LDN2WS0001,10.91.75.131,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-10-29T02:58:57Z,Administrator
NJC2WS5242,Phase 4,TBA,NJC2WS5242,10.160.72.109,Windows / Server,Microsoft Windows Server 2019 Datacenter 1809 Build 17763.3532 64-Bit,1809,GA,'-05:00,2023-01-09T13:40:26Z,Administrator
LDN1WS9862,Phase 4,TBA,LDN1WS9862,10.90.81.25,Windows / Server,Microsoft Windows Server 2019 Standard 1809 Build 17763.3532 64-Bit,1809,GA,UTC,2022-12-27T02:21:36Z,EMEALNESA
LDN1WS9873,Phase 3,Jeff,LDN1WS9873,10.90.80.241,Windows / Server,Microsoft Windows Server 2019 Standard 1809 64-Bit,1809,GA,UTC,2022-12-27T03:30:49Z,EMEALNESA
LDN2WS9869,Phase 3,Jeff,LDN2WS9869,10.91.75.14,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393 64-Bit,1607,EOL,UTC,2023-01-21T05:23:00Z,Administrator
NJCPVARSQL02,Phase 3,JV,NJCPVARSQL02.na.ad.tullib.com,10.137.32.67,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-12-16T07:36:15Z,CORP.AD.TULLIB.COM\tclemente-a
LDNPGFSAPP01,#N/A,#N/A,LDNPGFSAPP01,10.74.36.38,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-08-06T01:49:21Z,jestropigan-a
LDN2WS0416,Phase 4,TBA,LDN2WS0416,10.91.80.163,Windows / Server,Microsoft Windows Server 2016 Standard 1607 Build 14393.5427 64-Bit,1607,EOL,UTC,2022-11-05T04:33:40Z,CORP\cdonaldson-a
AU00WGUISYD01Q,Phase 2,Bien,AU00WGUISYD01Q,10.242.32.21,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'+11:00,2023-01-14T00:54:31Z,GLOBAL.ICAP.COM\GLOBAL
LDNPINFWEB03,Phase 3,Jeff,LDNPINFWEB03,10.84.32.23,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-10-29T03:15:10Z,EMEALESA
US00WMSGCAS10P,#N/A,#N/A,US00WMSGCAS10P,10.1.58.59,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T10:17:33Z,Shavlik
NJCPINFSQL03,#N/A,#N/A,NJCPINFSQL03.na.ad.tullib.com,10.138.32.68,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T17:15:47Z,NA\zzzbharvey
NJCPINFKMS01,Phase 3,John,NJCPINFKMS01,10.138.40.85,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,'-05:00,2022-08-06T16:51:34Z,CORP.AD.TULLIB.COM\CORP PMS
EC2AMAZ-DD0PHJA,#N/A,#N/A,EC2AMAZ-DD0PHJA,10.16.75.213,Windows / Server,Microsoft Windows Server 2016 Datacenter 1607 Build 14393.5291 64-Bit,1607,EOL,UTC,2022-09-08T22:31:47Z,Administrator
SNGPINFSQL02,Phase 4,TBA,SNGPINFSQL02,10.203.33.41,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,'+08:00,2022-11-04T20:00:39Z,corp.ad.tullib.com\hamurao-a
LDNPINFKMS01,Phase 3,Jeff,LDNPINFKMS01,10.74.40.121,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 64-Bit,6.3,EOL,UTC,2022-10-29T03:21:13Z,CORP.AD.TULLIB.COM\corp
LDNPINFAPP03,Phase 4,TBA,LDNPINFAPP03,10.74.40.132,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20625 64-Bit,6.3,EOL,UTC,2022-11-05T10:59:45Z,CORP.AD.TULLIB.COM\raguil-a
NJCPINFSQL01,#N/A,#N/A,NJCPINFSQL01.na.ad.tullib.com,10.138.32.22,Windows / Server,Microsoft Windows Server 2008 R2 Standard 6.1 SP1 Build 7601.25712 64-Bit,6.1,EOL/EOS,'-05:00,2022-02-26T17:14:04Z,NA\zzzcsalvesen
LDNPINFTEE01,Phase 3,Ian,LDNPINFTEE01,10.72.40.63,Windows / Server,Microsoft Windows Server 2012 R2 Standard 6.3 Build 9600.20478 64-Bit,6.3,EOL,UTC,2022-08-06T04:44:23Z,CORP.AD.TULLIB.COM\astenhouse-a
